image_path,expected_flood,expected_depth_cm,scene_type,label_status,notes
medium_20_50_25cm.jpg,1,25.00,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_25.02cm.png,1,25.02,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_27.50cm.png,1,27.50,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_27.56cm.jpg,1,27.56,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_27.65cm.jpg,1,27.65,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_30.02cm.jpg,1,30.02,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_32.51cm.jpg,1,32.51,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_35.00cm_1.jpg,1,35.00,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_35.01cm.png,1,35.01,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_37.5cm.jpg,1,37.50,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_37.57cm.jpg,1,37.57,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_42.50cm.jpg,1,42.50,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_42.53cm_1.jpg,1,42.53,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_45.04cm.jpg,1,45.04,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
medium_20_50_48cm.png,1,48.00,medium,reviewed_from_existing_data,medium_20_50 labeled depth evaluation image
high_50_80_50.00cm.jpg,1,50.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_50.0cm.png,1,50.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_50cm_1.png,1,50.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_50.02.jpg,1,50.02,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_50.04cm.jpg,1,50.04,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_51cm.jpg,1,51.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_52.01cm.png,1,52.01,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_52.5cm.jpg,1,52.50,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_52.6cm.png,1,52.60,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_55.00cm.jpg,1,55.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_55.0cm.png,1,55.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_55cm_2.jpg,1,55.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_57.5cm.jpg,1,57.50,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_60.00cm.png,1,60.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_60cm.jpg,1,60.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_60.01cm.png,1,60.01,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_62.5cm.jpg,1,62.50,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_65cm.jpg,1,65.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_65.01cm.jpg,1,65.01,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_70.0cm.jpg,1,70.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_70cm_1.jpg,1,70.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_70.01cm.png,1,70.01,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_72cm.png,1,72.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_75cm.jpg,1,75.00,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
high_50_80_77.5cm_1.jpg,1,77.50,high,reviewed_from_existing_data,high_50_80 labeled depth evaluation image
deep_80_plus_80.0cm.png,1,80.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_80cm_1.png,1,80.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_82cm.png,1,82.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_85.0cm.jpg,1,85.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_85cm.jpg,1,85.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_87.5cm.png,1,87.50,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_87.52cm.png,1,87.52,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_90.0cm.png,1,90.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_90cm.png,1,90.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_90.01cm.jpg,1,90.01,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_90.02cm.jpg,1,90.02,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_90.04cm.jpg,1,90.04,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_90.07cm.jpg,1,90.07,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_95cm.jpg,1,95.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_97.5cm.png,1,97.50,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_100.0cm.png,1,100.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_102.5cm.png,1,102.50,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_107cm.png,1,107.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_115cm.png,1,115.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_120.0cm.jpg,1,120.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_120cm.jpg,1,120.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_130cm.png,1,130.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_140cm_1.png,1,140.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_150cm.png,1,150.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
deep_80_plus_160cm.jpg,1,160.00,deep,reviewed_from_existing_data,deep_80_plus labeled depth evaluation image
